140.41,14.152,138.52,-227.52,-82.924,34.027
140.53,15.207,141.28,-227.99,-83.853,36.618
140.08,16.848,144.59,-228.65,-84.018,39.168
139.12,19.054,148.25,-229.39,-83.484,41.619
137.77,21.787,151.99,-230.04,-82.359,43.91
136.16,25.001,155.52,-230.44,-80.772,45.972
134.43,28.64,158.57,-230.42,-78.869,47.74
132.69,32.658,160.9,-229.86,-76.795,49.162
131.04,37.033,162.38,-228.72,-74.627,50.203
129.52,41.775,163.01,-227.05,-72.403,50.856
128.16,46.896,162.81,-224.91,-70.141,51.116
127,52.428,161.77,-222.33,-67.872,50.969
126.06,58.39,159.88,-219.35,-65.613,50.391
125.37,64.789,157.08,-215.96,-63.396,49.35
124.88,72.094,153.14,-212.22,-60.863,47.637
124.07,82.449,147.69,-208.66,-56.215,44.413
122.93,95.663,141.08,-205.54,-49.915,39.605
121.62,110.28,133.67,-202.65,-43.236,33.572
119.87,126.62,125.48,-200.15,-35.928,26.057
117.82,143.7,116.26,-197.69,-28.741,17.212
115.87,160.13,105.4,-194.55,-22.614,7.3385
113.92,174.98,93.261,-190.59,-17.802,-3.0682
111.68,187.85,80.188,-185.87,-14.203,-13.781
108.97,199.31,66.285,-180.67,-11.238,-24.941
105.71,209.79,51.711,-175.25,-8.5132,-36.617
101.81,219.55,36.649,-169.84,-5.8145,-48.836
97.289,228.73,21.309,-164.59,-3.0669,-61.529
92.418,236.88,5.7989,-159.35,-0.4806,-74.318
87.332,244.1,-9.6426,-154.21,1.9798,-87.022
82.121,250.64,-24.754,-149.32,4.3892,-99.527
76.852,256.74,-39.278,-144.84,6.793,-111.74
71.582,262.66,-52.996,-140.92,9.2075,-123.6
66.359,268.62,-65.735,-137.68,11.616,-135.03
61.222,274.84,-77.37,-135.26,13.974,-146.03
56.246,281.41,-87.881,-133.69,16.192,-156.53
51.533,288.3,-97.356,-132.91,18.167,-166.5
47.179,295.41,-105.97,-132.83,19.813,-175.91
43.268,302.5,-114.04,-133.23,21.056,-184.75
39.922,309.43,-121.78,-133.99,21.855,-193.02
37.387,315.8,-129.4,-134.87,22.032,-200.58
35.711,321.54,-137.11,-135.75,21.682,-207.49
34.788,326.95,-145.07,-136.63,21.082,-213.96
34.668,331.82,-153.5,-137.31,20.356,-220.01
35.382,335.98,-162.59,-137.56,19.658,-225.68
36.933,339.25,-172.47,-137.22,19.152,-231
39.31,341.49,-183.22,-136.13,19.005,-236.01
42.465,342.55,-194.89,-134.16,19.394,-240.78
46.321,342.31,-207.48,-131.23,20.482,-245.33
50.682,340.91,-220.85,-127.51,22.377,-249.79
55.205,338.82,-234.69,-123.44,25.076,-254.3
59.814,335.72,-249.1,-118.83,28.757,-258.9
64.507,331.13,-264.27,-113.34,33.633,-263.58
69.429,324.17,-280.58,-106.4,39.998,-268.32
74.823,313.8,-298.48,-97.355,48.171,-273.1
80.479,300.45,-317.65,-86.769,57.983,-278.05
85.524,286.68,-336.67,-76.773,68.542,-283.41
89.241,274.79,-354.32,-69.083,78.994,-289.27
90.825,267.22,-369.58,-65.182,88.774,-295.79
88.842,267.99,-380.9,-67.433,97.132,-303.39
85.851,270.53,-391.28,-71.137,105.5,-311.2
82.641,273.35,-401.38,-75.24,114.06,-318.93
79.392,276.53,-411.31,-79.746,122.75,-326.61
76.551,279.8,-421.1,-84.473,131.33,-334.08
74.647,282.87,-430.63,-89.182,139.47,-341.05
73.97,285.46,-440.26,-93.812,147.1,-347.53
74.767,287.31,-450.28,-98.332,154.14,-353.54
77.345,288.14,-460.87,-102.64,160.46,-359.03
81.921,287.71,-472.09,-106.66,165.97,-363.94
88.519,286,-483.97,-110.4,170.68,-368.27
97.041,283.04,-496.51,-113.88,174.66,-372.04
107.3,278.97,-509.53,-117.11,177.99,-375.3
119.05,273.95,-522.76,-120.11,180.73,-378.05
131.9,268.24,-535.85,-122.89,182.97,-380.27
145.42,262.12,-548.46,-125.49,184.79,-381.95
159.17,255.87,-560.25,-127.94,186.23,-383.11
172.72,249.73,-570.9,-130.25,187.31,-383.73
185.64,243.86,-580.18,-132.42,187.99,-383.77
197.58,238.37,-587.9,-134.45,188.24,-383.15
208.27,233.31,-593.93,-136.3,187.97,-381.85
217.45,228.71,-598.15,-137.91,187.1,-379.79
224.94,224.59,-600.55,-139.24,185.57,-376.94
230.63,220.98,-601.16,-140.24,183.35,-373.3
234.53,217.78,-600.05,-140.79,180.38,-368.86
236.79,214.77,-597.29,-140.72,176.62,-363.58
237.55,211.83,-593.05,-139.94,172.1,-357.47
237.02,208.86,-587.55,-138.36,166.87,-350.63
235.43,205.76,-581.02,-135.93,161,-343.14
